,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2016),26820448,Kenja no ai             ,贤者之爱 賢者の愛,剧情,7.4,56196,17.5%,43.3%,34.3%,4.1%,0.8%,日本,1332686,1032915,1037678,1275621,1314563,1011143,1053714,1017186,1003627,1325736,1338926,1352162,1325213,1361319,"https://ia.media-imdb.com/images/M/MV5BMGRlZDZlMWEtZjA2MC00NDNmLWI5M2MtNWNiZjVkYzE0ODM0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY268_CR3,0,182,268_AL_.jpg"
