,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),21817627,The Secret Life of Pets (2016) ,爱宠大机密 The Secret Life of Pets,喜剧,动画,7.5,131805,17.8%,43.9%,34.4%,3.5%,0.5%,美国,1295449,1280591,1049602,1049652,1286162,1257208,1027820,1010594,1017989,1204579,1354114,1000020,1230973,1295449,1350431,1231250,1131524,"https://ia.media-imdb.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
