,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),21339708,The Hofstadter Insufficiency             ,生活大爆炸 第七季 The Big Bang Theory Season 7,喜剧,9.1,51660,61.7%,30.3%,7.3%,0.5%,0.1%,美国,1319438,1044725,1000004,1036309,1036349,1044886,1063054,1274987,1025181,1036570,1048137,"https://ia.media-imdb.com/images/M/MV5BMTM4MTA0MjYyOV5BMl5BanBnXkFtZTgwMTU1NDQxMDE@._V1_UY268_CR109,0,182,268_AL_.jpg"
