,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2016),26020796,Kazoku wa tsuraiyo (2016) ,家族之苦 家族はつらいよ,喜剧,家庭,8.1,28054,25.2%,55.0%,18.6%,1.0%,0.2%,日本,1162794,1053697,1025510,1039379,1018741,1130017,1321060,1037028,1018990,1008326,1048583,1383879,1383880,1012794,1353414,1383881,1275493,1129046,1097341,1029875,1004237,1077557,"https://ia.media-imdb.com/images/M/MV5BN2I2YWU5YTMtY2U4ZS00MWQxLWFhN2MtZDMzNjkyZjYyNTEwXkEyXkFqcGdeQXVyMTk2MDc1MjQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
