,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2016),25978126,Allied (2016) ,间谍同盟 Allied,剧情,动作,爱情,战争,7.0,38066,11.4%,36.0%,44.5%,7.3%,0.8%,美国,英国,1053564,1054452,1006955,1000008,1009234,1327474,1328234,1049700,1341113,1344522,1110587,1270606,1234626,"https://ia.media-imdb.com/images/M/MV5BZWEyMzg4ZWUtYmZhMC00Yjk2LWEyYjktODVmN2M3YTA2ZmNjXkEyXkFqcGdeQXVyNjQ2Mjg3OTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
