,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2017),27027913,Happy Death Day (2017) ,忌日快乐 Happy Death Day,悬疑,惊悚,恐怖,7.2,91164,10.4%,44.7%,40.3%,4.2%,0.5%,美国,1032310,1325899,1023036,1365373,1254553,1382496,1382497,1344027,1382498,1382499,1382500,1382501,1382502,1382503,1382504,1382505,1205890,1344446,1377681,1382506,1330957,1382507,1363752,"https://ia.media-imdb.com/images/M/MV5BMTk0ODMyNjk1NF5BMl5BanBnXkFtZTgwNDkxOTk4MzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
