,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,poster
0,(2017),26930540,Burning Ice             ,无证之罪,悬疑,犯罪,8.2,59289,35.2%,45.7%,15.6%,2.6%,1.0%,中国大陆,1371773,1274463,1274361,1274497,1321741,1346550,1327193,1336722,1349188,1326044,1381098,1323058,1318907,1383107,1381100,1381101,1381102,1381103,1381104,1381105,1381106,1381107,1381108,1381109,1381110,1381111,1381112,1381113,1318178,1381114,1371773,"https://ia.media-imdb.com/images/M/MV5BMjFmMDIyYjQtMGExMi00NDZlLThlNTgtN2QwNGEwMGQ5ZDhhXkEyXkFqcGdeQXVyNjk4ODU3NTA@._V1_UY268_CR0,0,182,268_AL_.jpg"
