,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2014),24745500,Xiu chun dao (2014) ,绣春刀,剧情,动作,武侠,古装,7.5,228194,15.9%,48.3%,31.2%,3.8%,0.9%,中国大陆,1321200,1077991,1274533,1314827,1317113,1275718,1275482,1315746,1276085,1312975,1312817,1326944,"https://ia.media-imdb.com/images/M/MV5BMjdmYzllZDYtY2EzYS00ZTlhLTlkNzMtNWIzOTk5MTBhNzEyXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_UY268_CR0,0,182,268_AL_.jpg"
