,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2017),26809592,Phantom Thread (2017) ,魅影缝匠 Phantom Thread,剧情,爱情,7.7,32387,21.4%,46.0%,28.1%,3.6%,0.8%,美国,英国,1054388,1056177,1341743,1032219,1050009,1000253,1227388,1100150,1099753,1342945,1281914,1366333,"https://ia.media-imdb.com/images/M/MV5BMTUxODcwOTU2Nl5BMl5BanBnXkFtZTgwOTUzNjY2NDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
