,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,poster
0,(2014),26059437,Citizenfour (2014) ,第四公民 Citizenfour,纪录片,传记,8.4,16096,38.8%,44.8%,14.4%,1.6%,0.5%,德国,美国,英国,1294652,1339889,1317960,1337375,"https://ia.media-imdb.com/images/M/MV5BMTc0MTM0MTA5MF5BMl5BanBnXkFtZTgwNzEwODEwMzE@._V1_UY268_CR0,0,182,268_AL_.jpg"
