,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2015),26303622,The Big Short (2015) ,大空头 The Big Short,剧情,传记,8.3,89100,35.5%,47.5%,15.3%,1.4%,0.3%,美国,1002735,1005773,1054391,1012531,1054452,1049558,1317515,1032169,1342766,1315253,1047974,1009889,1314929,1319731,1036344,1316951,1239332,1272303,1355111,1047993,"https://ia.media-imdb.com/images/M/MV5BNDc4MThhN2EtZjMzNC00ZDJmLThiZTgtNThlY2UxZWMzNjdkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
