,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2016),24872189,Toni Erdmann (2016) ,托尼·厄德曼 Toni Erdmann,剧情,喜剧,7.5,14555,20.9%,43.9%,28.2%,5.5%,1.5%,德国,奥地利,1037101,1155835,1275093,1163874,1366025,1366026,1328900,1275142,1366027,1113589,1366028,1062181,1238532,1072574,"https://ia.media-imdb.com/images/M/MV5BYzA4OGQ5NmMtNzM1ZC00YzIxLThmZWQtODkyYTA0ZGI3MGIzXkEyXkFqcGdeQXVyMjQwNjczOTE@._V1_UY268_CR3,0,182,268_AL_.jpg"
