,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2016),25911694,See You Tomorrow (2016) ,摆渡人,喜剧,爱情,4.1,156547,4.1%,7.1%,21.1%,25.4%,42.3%,中国大陆,香港,1313946,1115918,1027883,1023424,1033011,1226703,1323516,1027481,1324043,1275459,1343941,1328769,1274227,1337001,1317360,1314075,1275482,1274458,1028522,1348523,1314007,1357056,"https://ia.media-imdb.com/images/M/MV5BNzJlZDE0NWQtOWQwZC00NjgzLWEwY2EtZjFlYjA5NjM3NDdmXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR5,0,182,268_AL_.jpg"
