,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2013),21937445,The Attorney (2013) ,辩护人 변호인,剧情,9.1,236771,63.5%,30.7%,5.3%,0.3%,0.1%,韩国,1338840,1031238,1203077,1314843,1320516,1317431,"https://ia.media-imdb.com/images/M/MV5BMjI2ODg5NDcxN15BMl5BanBnXkFtZTgwMDEzNzIwMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
