,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2016),25980443,Manchester by the Sea (2016) ,海边的曼彻斯特 Manchester by the Sea,剧情,家庭,8.6,207772,43.5%,43.3%,11.8%,1.1%,0.3%,美国,1027514,1022593,1340596,1049491,1368512,1049607,1320169,1041153,1027848,1272004,1322602,1363752,1098483,1098942,1294499,1207233,1027514,1353102,1000045,"https://ia.media-imdb.com/images/M/MV5BMTYxMjk0NDg4Ml5BMl5BanBnXkFtZTgwODcyNjA5OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
