,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,poster
0,(2017),26235354,Dragonstone             ,权力的游戏 第七季 Game of Thrones Season 7,剧情,奇幻,冒险,9.2,108824,71.6%,20.9%,6.0%,0.9%,0.6%,美国,1294637,1292832,1023113,1298974,1314668,1314989,1019009,1318962,1314818,1053571,1314652,1076051,1314665,1049903,1032805,1019049,1319269,1018077,1328248,1085544,1044961,1355940,1009367,1096920,1330897,1124875,1009352,1049588,1313696,1319071,1018504,1358769,1009410,1122893,1323647,1223494,1338565,1264859,1347773,1049860,1012548,1153460,1315896,"https://ia.media-imdb.com/images/M/MV5BMjA0NzI4OTAwNF5BMl5BanBnXkFtZTgwMDk1MzAwMzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
