,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2016),26685451,A Street Cat Named Bob (2016) ,流浪猫鲍勃 A Street Cat Named Bob,剧情,喜剧,传记,8.1,43430,30.5%,46.8%,20.6%,1.8%,0.2%,英国,1014211,1049964,1367373,1275119,1314344,1031891,1367374,1313179,1340860,1322490,1327860,1340358,1179115,1165785,1367375,1297383,1041165,1317045,1333551,1352422,"https://ia.media-imdb.com/images/M/MV5BMTY5MTI1MzE5Nl5BMl5BanBnXkFtZTgwMjQzNjEzOTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
