,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2016),25830732,The Brothers Grimsby (2016) ,王牌贱谍：格林斯比 The Brothers Grimsby,喜剧,动作,7.2,64465,15.7%,39.3%,36.7%,6.6%,1.6%,英国,澳大利亚,美国,1018091,1027161,1274374,1041001,1319780,1246216,1005774,1315815,1027143,1017912,1094293,1332704,1138452,1336238,1342094,1333551,1156936,1339742,"https://ia.media-imdb.com/images/M/MV5BMjE0NTE3MjMwNV5BMl5BanBnXkFtZTgwMDc5NjQxODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
