,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2014),21770915,Kis Uykusu (2014) ,冬眠 Kış Uykusu,剧情,8.1,13882,32.0%,44.7%,18.9%,3.2%,1.2%,土耳其,法国,德国,1274329,1065352,1010273,1014728,1345527,1345528,1176259,1345529,1345530,1345531,1345532,1345533,1345534,1178419,"https://ia.media-imdb.com/images/M/MV5BNTU1NTY2Mzg5M15BMl5BanBnXkFtZTgwNDcwNjM5MTE@._V1_UY268_CR7,0,182,268_AL_.jpg"
