,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2013),20453087,The Internet Is Coming             ,IT狂人特别篇 The IT Crowd: The Internet Is Coming,喜剧,9.2,16004,68.8%,23.8%,6.8%,0.6%,0.1%,英国,1275724,1031755,1274320,1274332,"https://ia.media-imdb.com/images/M/MV5BNTM2NDM5ODk3OF5BMl5BanBnXkFtZTgwMjY4MzA5OTE@._V1_UY268_CR87,0,182,268_AL_.jpg"
