,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2017),25818101,Ghost in the Shell (2017) ,攻壳机动队 Ghost in the Shell,动作,科幻,犯罪,6.4,116427,6.4%,25.7%,51.9%,13.7%,2.4%,美国,1320096,1054453,1032805,1054423,1016677,1000090,1036774,1371498,1371499,1371500,1371501,1332724,1000379,1319891,1362761,1002867,1365857,1326320,1362872,1055545,"https://ia.media-imdb.com/images/M/MV5BMzJiNTI3MjItMGJiMy00YzA1LTg2MTItZmE1ZmRhOWQ0NGY1XkEyXkFqcGdeQXVyOTk4MTM0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
