,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2015),10741834,Avengers: Age of Ultron (2015) ,复仇者联盟2：奥创纪元 Avengers: Age of Ultron,动作,科幻,奇幻,冒险,7.1,226650,14.0%,37.6%,40.8%,6.4%,1.2%,美国,1010552,1016681,1021959,1040505,1017885,1054453,1013770,1006968,1054408,1053573,1017887,1129847,1003482,1000018,1027217,1000051,1049501,1017918,1314456,1049595,1002708,1036420,1013888,1099473,1348475,1342065,"https://ia.media-imdb.com/images/M/MV5BMTM4OGJmNWMtOTM4Ni00NTE3LTg3MDItZmQxYjc4N2JhNmUxXkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_UX182_CR0,0,182,268_AL_.jpg"
