,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2013),10605978,Si ren ding zhi (2013) ,私人订制,喜剧,5.6,188321,4.7%,15.8%,44.3%,25.3%,9.9%,中国大陆,1274255,1000905,1275542,1027770,1275564,1051526,1274670,1314331,1033846,1275274,1222588,1334207,1276032,1313383,1054531,1274388,"https://ia.media-imdb.com/images/M/MV5BMTQ0MjQ0NjAzMF5BMl5BanBnXkFtZTgwOTI2ODM4MDE@._V1_UY268_CR2,0,182,268_AL_.jpg"
