,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2016),26437237,Swiss Army Man (2016) ,瑞士军刀男 Swiss Army Man,喜剧,奇幻,冒险,7.8,65732,25.1%,44.8%,24.7%,4.1%,1.3%,美国,1356396,1356397,1027774,1003484,1041018,1356398,1356403,1356404,"https://ia.media-imdb.com/images/M/MV5BMTk0OTEyMjM1OF5BMl5BanBnXkFtZTgwMzMzODM4ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
