,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2013),11500954,Fune wo amu (2013) ,编舟记 舟を編む,剧情,8.5,44660,40.7%,46.6%,12.0%,0.6%,0.1%,日本,1314622,1045454,1037138,1007189,1327137,1029600,1042111,1017055,1026367,1016891,1051523,1006454,1058969,1275851,1318963,1340184,1338899,"https://ia.media-imdb.com/images/M/MV5BMzdlYTM4MzEtMGZjYi00ZGUzLTg0MWEtNDJhMmIzMTMzZGM2L2ltYWdlXkEyXkFqcGdeQXVyNDcwNTI3OTg@._V1_UY268_CR4,0,182,268_AL_.jpg"
