,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2015),25786077,San Andreas (2015) ,末日崩塌 San Andreas,动作,冒险,灾难,7.0,95783,10.0%,37.0%,45.4%,6.6%,1.0%,美国,澳大利亚,1317388,1044707,1031854,1049495,1320221,1293897,1009462,1027206,1017893,1017974,1000192,1330973,1326994,1328167,1316486,1294989,1346542,1018288,1324699,1130902,"https://ia.media-imdb.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
