,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2014),11525673,The Grand Budapest Hotel (2014) ,布达佩斯大饭店 The Grand Budapest Hotel,剧情,喜剧,冒险,8.8,344420,50.5%,38.3%,10.2%,0.9%,0.2%,美国,德国,英国,1044872,1006956,1204197,1002665,1010539,1010510,1035676,1022004,1025152,1054508,1009295,1006964,1009269,1040679,1055073,1036397,1025109,1048131,"https://ia.media-imdb.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
