,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2015),26279433,Sheng zhe wei wang (2015) ,剩者为王,剧情,爱情,5.7,55470,5.3%,15.7%,44.0%,26.0%,8.9%,中国大陆,香港,1351362,1138320,1013782,1043330,1275482,1274762,1042568,1027481,"https://ia.media-imdb.com/images/M/MV5BZTg2YzIzN2UtNGZhZC00ZTEzLWFkOTYtMTE3N2M4N2EyNDJlXkEyXkFqcGdeQXVyNjUyNjIzODU@._V1_UX182_CR0,0,182,268_AL_.jpg"
