,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),26602304,Jûhan Shuttai             ,重版出来！,剧情,喜剧,9.1,42459,66.0%,26.6%,6.2%,0.8%,0.3%,日本,1001640,1343664,1340676,1327137,1007189,1340281,1187780,1356941,1331243,1329962,1009219,1323403,1032983,1275308,1275807,1007952,1276143,1016968,"https://ia.media-imdb.com/images/M/MV5BOTczZWY0MjQtNGNmMy00N2EwLTllYmQtYTJlYzVmZjdmZjYyXkEyXkFqcGdeQXVyMjY0MDY4Mjk@._V1_UY268_CR119,0,182,268_AL_.jpg"
