,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),25809384,Point Break (2015) ,极盗者 Point Break,动作,犯罪,运动,6.8,66717,13.7%,30.6%,42.2%,11.3%,2.3%,美国,中国大陆,德国,1281272,1338326,1000230,1031836,1006977,1027235,1040621,1342063,1135870,1320236,1022985,1064016,1324699,1340580,1055191,1350091,"https://ia.media-imdb.com/images/M/MV5BMjIxNDkzOTAyNV5BMl5BanBnXkFtZTgwNjEyOTY3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
