,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2016),26704620,Don't Breathe (2016) ,屏住呼吸 Don't Breathe,惊悚,恐怖,犯罪,7.0,53006,10.5%,39.5%,41.7%,6.7%,1.7%,美国,1208843,1010537,1317357,1171930,1332100,1361668,1361669,1361670,1361671,1361672,1361673,1361674,"https://ia.media-imdb.com/images/M/MV5BZGI5ZTU2M2YtZWY4MC00ZDFhLTliYTItZTk1NjdlN2NkMzg2XkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_UX182_CR0,0,182,268_AL_.jpg"
