,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2015),11540651,Heosamgwan maehyeolgi (2015) ,许三观 허삼관,剧情,家庭,7.2,26633,12.5%,42.1%,39.8%,5.0%,0.6%,韩国,1032680,1032680,1032501,1028294,1327294,1322203,1039491,1314843,1316208,1319357,1324507,1320452,1217935,1317027,1334676,1319934,1345404,"https://ia.media-imdb.com/images/M/MV5BZWZlNGFhOTMtMWQwYi00NzFiLWEwYTgtNzkzNDM3ODgwNzlhXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY268_CR3,0,182,268_AL_.jpg"
