,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2017),26610229,The Square (2017) ,方形 The Square,剧情,7.7,14294,22.3%,48.7%,23.4%,4.4%,1.2%,瑞典,德国,法国,丹麦,1332211,1067129,1022566,1027173,1341026,1381172,1194504,"https://ia.media-imdb.com/images/M/MV5BMzc1MDY3NDIwMV5BMl5BanBnXkFtZTgwNzkwNzU0MzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
