,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2012),10833919,Mei jie (2012) ,美姐,剧情,爱情,家庭,7.8,15971,22.4%,49.1%,24.9%,2.7%,0.8%,中国大陆,1316620,1328950,1329853,1330173,1333980,1333981,1333982,1333983,1333984,"https://ia.media-imdb.com/images/M/MV5BMTY1MjliMjAtZDRjMy00NTAwLWE3NjUtNWYzOTk5YmUzNTcxXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR4,0,182,268_AL_.jpg"
