,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2015),24847343,Xiao shi dai 4: Ling hun jin tou (2015) ,小时代4：灵魂尽头,喜剧,爱情,4.6,93206,6.0%,8.9%,26.7%,24.3%,34.1%,中国大陆,1313751,1052359,1274814,1326363,1274514,1319858,1317942,1319584,1336829,1312694,1274775,1326574,"https://ia.media-imdb.com/images/M/MV5BZTJiOTVlMDQtMTMwOS00Mzg0LWJhM2EtM2Q0OGM3NThmMmJlXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR2,0,182,268_AL_.jpg"
