,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),26844922,El ciudadano ilustre (2016) ,杰出公民 El ciudadano ilustre,剧情,喜剧,8.4,41934,36.7%,48.4%,13.3%,1.2%,0.4%,阿根廷,西班牙,1334124,1038472,1291164,1034851,1371917,1318873,1155048,1371918,1371919,1093504,1371920,1371921,1371922,1371924,1371925,1371926,1371927,"https://ia.media-imdb.com/images/M/MV5BNmQ2OTcwZTItNmM2Yy00YWY1LWJhMmMtY2E3NjcxODZhYWRkXkEyXkFqcGdeQXVyNzcxNDE1MzI@._V1_UY268_CR3,0,182,268_AL_.jpg"
