,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2016),24860563,The Conjuring 2 (2016) ,招魂2 The Conjuring 2,剧情,悬疑,恐怖,7.6,66620,19.0%,46.8%,30.3%,3.3%,0.6%,美国,加拿大,1032122,1006919,1053584,1338881,1017886,1361645,1379209,1379210,1049805,1027195,1282187,1009285,1379211,1316486,1346104,1247131,1336797,1254096,1331875,1379186,1361646,1361647,1348706,"https://ia.media-imdb.com/images/M/MV5BZjU5OWVlN2EtODNlYy00MjhhLWI0MDUtMTA3MmQ5MGMwYTZmXkEyXkFqcGdeQXVyNjE5MTM4MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
