,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2015),23011215,Sense8             ,超感猎杀 第一季 Sense8 Season 1,剧情,科幻,8.7,46939,52.7%,33.9%,10.6%,2.1%,0.7%,美国,1013899,1161012,1047989,1274963,1284956,1000417,1349878,1027330,1057004,1194285,1265872,1014166,1348575,1032018,1013779,1036348,1256409,1333947,1075379,1032196,1049557,1315530,1121027,"https://ia.media-imdb.com/images/M/MV5BMTU3OTQwOTY2Ml5BMl5BanBnXkFtZTgwMjIzMjYxMjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
