,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2015),26388908,Doctor Foster             ,福斯特医生 第一季 Doctor Foster Season 1,剧情,8.9,30330,53.4%,38.0%,7.8%,0.6%,0.2%,英国,1155733,1356610,1193141,1315345,1154223,1313173,1338497,1217654,1316929,1149127,1000494,1315805,1342973,1315326,1068461,1210937,"https://ia.media-imdb.com/images/M/MV5BMWE4ZGExZTItNGEyZC00M2Y1LWE5MTctMjU4NGQyYzIwMTA1XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY268_CR3,0,182,268_AL_.jpg"
