,time,id,English_name,name,type1,type2,type3,type4,type5,type6,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),24879839,Dao shi xia shan (2015) ,道士下山,喜剧,动作,奇幻,冒险,武侠,古装,5.4,132191,4.7%,14.2%,39.3%,28.3%,13.5%,中国大陆,美国,1023040,1274388,1041390,1077991,1036839,1051526,1050240,1054562,1201063,1229775,1274279,1319717,1274233,1274287,1280577,1036492,"https://ia.media-imdb.com/images/M/MV5BYzRhNzMwMDEtZDhkOS00MWVkLWIxYjEtNWU3MDE1MGE3ZDkyXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
