,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2014),21352814,Gui lai (2014) ,归来,剧情,爱情,历史,7.7,188181,22.4%,46.8%,26.9%,3.2%,0.7%,中国大陆,1054398,1045565,1035641,1339318,1274274,1274585,1313650,1274496,1021293,1275044,1274422,1038974,"https://ia.media-imdb.com/images/M/MV5BMTcwMzYwMjA5NV5BMl5BanBnXkFtZTgwNTk5OTc1NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
