,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,poster
0,(2017),25953429,Big Little Lies             ,大小谎言 第一季 Big Little Lies Season 1,剧情,悬疑,犯罪,8.9,50269,54.0%,38.6%,6.8%,0.4%,0.1%,美国,1274537,1031217,1054442,1040526,1006983,1049485,1002677,1229502,1022781,1032136,1369478,1045071,1369479,1327403,1174320,1387389,1387390,1115136,1050077,1369480,1387391,1387392,1345613,1352035,1321106,1077954,1354118,1018029,1352855,1367418,1085805,1010614,1387393,1256741,1387394,"https://ia.media-imdb.com/images/M/MV5BN2VjYmU2NjYtMzgyZi00YmYwLWJhNWUtNTk4ZmRmNWNmZTljL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX182_CR0,0,182,268_AL_.jpg"
