,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2015),26275494,Tangerine (2015) ,橘色 Tangerine,剧情,喜剧,同性,7.5,7949,15.2%,50.0%,30.4%,3.5%,1.0%,美国,1277751,1353155,1353156,1336466,1353064,1147933,1383233,1383234,1383235,1383236,1041195,1368718,1103025,1383237,1307328,1152733,1169328,1014399,1036919,1208851,1329303,"https://ia.media-imdb.com/images/M/MV5BMjEzNzY2NjYwOV5BMl5BanBnXkFtZTgwOTY1MDU1NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
