,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2017),26746559,BPM (Beats Per Minute) (2017) ,每分钟120击 120 battements par minute,剧情,同性,8.3,18908,36.3%,46.9%,14.8%,1.6%,0.4%,法国,1279984,1033134,1321727,1304507,1381960,1385668,1385669,1368241,1385670,1385671,1385672,1385673,1385674,1385675,1385676,1385677,"https://ia.media-imdb.com/images/M/MV5BN2Y1ZTA4ODAtMGQ5OC00NjliLWJiZGYtNDM1MzJlZDMyOGZmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
