,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),11026735,Big Hero 6 (2014) ,超能陆战队 Big Hero 6,喜剧,动作,科幻,动画,冒险,8.6,392179,44.5%,41.6%,12.7%,0.9%,0.2%,美国,1310636,1300949,1058140,1341962,1036460,1248294,1000068,1312985,1171207,1006992,1031855,1025183,1027238,1334839,1027495,1284753,1344524,"https://ia.media-imdb.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
