,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2016),26677495,Paterson (2016) ,帕特森 Paterson,剧情,8.0,23789,28.2%,47.2%,20.6%,3.1%,0.9%,美国,法国,德国,1041006,1322327,1009332,1368124,1115896,1092804,1368125,1368126,1368127,1205445,1368128,1368129,1256010,1002776,1320169,1320168,1331875,1361098,1010090,"https://ia.media-imdb.com/images/M/MV5BMTUzODA4Nzk0OF5BMl5BanBnXkFtZTgwNzE1MDIwMDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
