,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2015),25890005,Mountains May Depart (2015) ,山河故人,剧情,家庭,7.8,125731,25.8%,45.2%,24.5%,3.5%,1.0%,中国大陆,法国,日本,1274261,1005985,1274761,1349017,1330472,1012646,1352321,1352322,1340364,1352320,"https://ia.media-imdb.com/images/M/MV5BMjMwNjgyMjk1OV5BMl5BanBnXkFtZTgwMzgzNDc5NzE@._V1_UY268_CR3,0,182,268_AL_.jpg"
