,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2013),20266753,Police Story: Lockdown (2013) ,警察故事2013,剧情,动作,犯罪,5.7,74652,4.8%,15.8%,47.5%,23.8%,8.1%,中国大陆,香港,1274856,1054531,1000572,1275432,1275049,1275600,1315726,1319279,1316334,1274556,1314321,1274585,1315729,"https://ia.media-imdb.com/images/M/MV5BMTUwODUyNDM3NV5BMl5BanBnXkFtZTgwNzk0MzA2NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
