,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2017),25808075,War for the Planet of the Apes (2017) ,猩球崛起3：终极之战 War for the Planet of the Apes,剧情,动作,科幻,6.9,126817,11.1%,36.3%,42.4%,8.4%,1.7%,美国,1045032,1002708,1053560,1035639,1341378,1362927,1341026,1323797,1169457,1010533,1351858,1009256,1260653,1377327,1012578,1112885,1200780,1300560,"https://ia.media-imdb.com/images/M/MV5BNDNmYTQzMDEtMmY0MS00OTNjLTk4MjItMDZhMzkzOGI3MzA0XkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
