,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2017),22263645,T2 Trainspotting (2017) ,猜火车2 T2 Trainspotting,剧情,犯罪,8.0,43862,28.8%,45.4%,22.4%,2.8%,0.7%,英国,1054404,1012532,1041125,1000054,1004679,1036426,1369987,1315249,1109989,1166443,1019110,1022732,1306966,1027626,1031922,1344084,1022598,1316947,1344086,1369988,"https://ia.media-imdb.com/images/M/MV5BMjI0MTE1ODkzMl5BMl5BanBnXkFtZTgwMTQ1MTg5MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
