,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2014),25958787,Shinya shokudô (2014) ,深夜食堂电影版 映画 深夜食堂,剧情,7.8,57352,21.8%,48.9%,27.1%,1.9%,0.2%,日本,1291293,1051523,1037678,1313539,1005885,1048388,1002489,1318970,1045811,1007189,1323495,1337259,1016968,1029037,1321863,1026778,1000442,1375103,1275643,1319356,1340184,1375106,1316249,1334748,1011362,1020236,"https://ia.media-imdb.com/images/M/MV5BOGM2ZGQ1YjItNzVkMS00MjM3LWFkY2QtNTRmNzQyNWM5MWE2XkEyXkFqcGdeQXVyMTg1NzQxOTg@._V1_UY268_CR4,0,182,268_AL_.jpg"
