,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2015),26585014,Er ist wieder da (2015) ,希特勒回来了 Er ist wieder da,喜剧,7.7,33679,22.7%,45.7%,27.2%,3.7%,0.7%,德国,1338693,1356578,1028772,1096151,1041469,1357355,1146083,1010290,1019544,1354647,1016893,1145130,"https://ia.media-imdb.com/images/M/MV5BMjRlZTU1YzQtNzVkMC00YzI2LTk3OWQtZjVhYzQ5MzNhZGRlXkEyXkFqcGdeQXVyNDkyMjA2NjU@._V1_UY268_CR3,0,182,268_AL_.jpg"
