,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2013),21815004,Young & Beautiful (2013) ,花容月貌 Jeune & Jolie,剧情,7.4,24485,13.9%,44.8%,37.7%,3.1%,0.5%,法国,1053578,1328329,1014389,1129622,1328925,1118197,1007020,1313111,"https://ia.media-imdb.com/images/M/MV5BNzE5MzA4ODY1OV5BMl5BanBnXkFtZTgwOTMzMTczMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
