,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2013),10831445,Bai niao chao feng (2013) ,百鸟朝凤,剧情,8.0,119440,30.7%,43.0%,22.1%,3.2%,1.0%,中国大陆,1168676,1039767,1318702,1323457,1329632,1325438,1314926,1318647,1317986,1322765,1358110,1358111,1358112,1358113,1313235,"https://ia.media-imdb.com/images/M/MV5BMjIwNGE0OTctNzEzYS00OTRhLTk3ZTctYTY1NDY5MzQ4Y2E4XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR4,0,182,268_AL_.jpg"
