,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,director11,director12,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2016),26794215,This Is Us             ,我们这一天 第一季 This Is Us Season 1,剧情,家庭,9.5,84065,79.5%,16.7%,3.2%,0.4%,0.2%,美国,1317350,1317347,1022804,1005023,1301767,1302681,1350502,1360492,1019017,1019078,1362730,1276696,1000013,1009262,1004662,1363698,1325589,1354747,1032067,1276522,1123961,1013801,1002727,1040740,1342012,1219263,1366563,1366562,"https://ia.media-imdb.com/images/M/MV5BOWU3M2I0YWItNWIzNC00MTBmLTkzMDgtMTdmOGMzOTI2YmVjXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
