,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2016),25726614,Fantastic Beasts and Where to Find Them (2016) ,神奇动物在哪里 Fantastic Beasts and Where to Find Them,剧情,奇幻,冒险,7.8,286041,24.3%,44.7%,27.1%,3.3%,0.6%,英国,美国,1275147,1010503,1316589,1027317,1350625,1084255,1313037,1002688,1013838,1044882,1036516,1014022,1327522,1312014,1054456,"https://ia.media-imdb.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
