,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,poster
0,(2017),26309788,Kong: Skull Island (2017) ,金刚：骷髅岛 Kong: Skull Island,动作,奇幻,冒险,6.6,136382,7.3%,31.1%,49.8%,10.1%,1.7%,美国,中国大陆,澳大利亚,加拿大,1326532,1004596,1027194,1054408,1017898,1275432,1017907,1341485,1018110,1010533,1351529,1165173,1272859,1349069,1207621,1356338,1314385,1048145,1390557,1324622,1078036,1339676,1337779,1193447,1369963,1390558,1341026,"https://ia.media-imdb.com/images/M/MV5BMTUwMzI5ODEwNF5BMl5BanBnXkFtZTgwNjAzNjI2MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
