,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2015),25727048,Mr. Holmes (2015) ,福尔摩斯先生 Mr. Holmes,剧情,悬疑,犯罪,7.7,36165,20.1%,49.9%,27.2%,2.4%,0.4%,英国,美国,1027245,1054410,1053572,1027879,1350097,1315242,1206488,1022694,1041283,1025337,1350976,1040761,1348127,1061705,1016745,"https://ia.media-imdb.com/images/M/MV5BMTg5MjE0Njk0MF5BMl5BanBnXkFtZTgwNTgwMjQ4NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
