,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),25958704,Le tout nouveau testament (2015) ,超新约全书 Le tout nouveau testament,喜剧,奇幻,7.9,36713,25.9%,48.3%,22.7%,2.5%,0.6%,比利时,法国,卢森堡,1084231,1050088,1054511,1338355,1032335,1344292,1314931,1112819,1118197,1124738,1276746,1292812,1286385,1023344,1025586,1327907,"https://ia.media-imdb.com/images/M/MV5BMjM3OTAzMzYzNV5BMl5BanBnXkFtZTgwNTQ4MzU0MDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
