,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),20505982,Han zhan II (2016) ,寒战2 寒戰II,剧情,动作,犯罪,6.9,150525,9.9%,37.0%,44.3%,7.4%,1.4%,中国大陆,香港,1318764,1318745,1041390,1118167,1018373,1013782,1274292,1275670,1044899,1011935,1051157,1315239,1314321,1274425,1037662,1274577,1275126,"https://ia.media-imdb.com/images/M/MV5BYjcwYWY1NmMtNmEzNC00MzMwLWE1MTItYmU3NzI0YzI1NDliXkEyXkFqcGdeQXVyMjExMDIwNzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
