,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),20277632,Taken 3 (2014) ,飓风营救3 Taken 3,动作,惊悚,犯罪,6.4,54840,5.5%,22.8%,57.1%,12.9%,1.7%,法国,美国,1023010,1031220,1053567,1040523,1049497,1036368,1316018,1345203,1049745,1025230,1032209,1019058,1327004,1344601,1346484,1286986,"https://ia.media-imdb.com/images/M/MV5BNjM5MDU3NTY0M15BMl5BanBnXkFtZTgwOTk2ODU2MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
