,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2016),26000205,The Shallows (2016) ,鲨滩 The Shallows,惊悚,冒险,7.1,67556,9.8%,42.3%,42.9%,4.5%,0.6%,美国,1214705,1041026,1044925,1049693,1359310,"https://ia.media-imdb.com/images/M/MV5BMjA1MTA4MzU4Ml5BMl5BanBnXkFtZTgwNjUxNjczODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
