,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2015),25766754,Youth (2015) ,年轻气盛 Youth,剧情,喜剧,8.2,65684,33.1%,45.8%,18.3%,2.2%,0.6%,意大利,法国,瑞士,英国,1018303,1018989,1036404,1054509,1027774,1048131,1333548,1157457,1337535,1005431,1348209,1318340,1337282,1319626,1327082,"https://ia.media-imdb.com/images/M/MV5BMjI2OTk5MzYyMl5BMl5BanBnXkFtZTgwMzY1MjE3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
