,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2015),25835293,Shi gu (2015) ,失孤,剧情,6.4,59580,8.6%,25.9%,47.8%,14.4%,3.2%,中国大陆,香港,1317241,1054424,1274628,1127819,1118167,1312836,1274237,1318124,1276157,"https://ia.media-imdb.com/images/M/MV5BY2RiNmE1ZGItNThkNC00Njc4LTljMTUtZmU4ZTBkMGQ0MDEyXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR5,0,182,268_AL_.jpg"
